"","ws","ys","inds"
"140",1.98147610866685,1.93630979042657,35
"141",4.66541917946985,3.4276267613653,36
"142",6.0642939330621,3.4276267613653,36
"143",3.77472018070275,3.4276267613653,36
"144",6.19787922112585,3.4276267613653,36
"145",6.09389817266871,4.53670305187916,37
"146",2.71002512302378,4.53670305187916,37
"147",8.10365724605606,4.53670305187916,37
"148",4.64540937009022,4.53670305187916,37
"149",2.47375818648904,2.96060179063891,38
"150",1.84847183504356,2.96060179063891,38
"151",2.88244774312106,2.96060179063891,38
"152",2.54444270646595,2.96060179063891,38
"153",4.75658774484428,3.11838049206453,39
"154",3.71999870461699,3.11838049206453,39
"155",3.10463614324256,3.11838049206453,39
"156",5.9692047851553,3.11838049206453,39
"157",2.56667191253932,1.91285379754646,40
"158",3.61821384990166,1.91285379754646,40
"159",6.44557355117596,1.91285379754646,40
"160",3.54118375941802,1.91285379754646,40
"161",6.3359355914228,5.34843775100411,41
"162",5.34474545552099,5.34843775100411,41
"163",6.08677444058122,5.34843775100411,41
"164",2.466529790121,5.34843775100411,41
"165",4.19173275030538,1.81907527780949,42
"166",2.74362913617715,1.81907527780949,42
"167",4.60660772173992,1.81907527780949,42
"168",6.45091170659775,1.81907527780949,42
"169",4.71422898580213,4.04067588485656,43
"170",4.83497631702775,4.04067588485656,43
"171",4.66935172289628,4.04067588485656,43
"172",5.11874888299161,4.04067588485656,43
"173",4.00719804816516,2.45149185586409,44
"174",2.35738579641025,2.45149185586409,44
"175",2.75307265360907,2.45149185586409,44
"176",7.57401103304277,2.45149185586409,44
"177",7.9360116193324,2.64055422542062,45
"178",3.13310542068203,2.64055422542062,45
"179",4.81536412278916,2.64055422542062,45
"180",4.32924838237092,2.64055422542062,45
"181",4.18164681380457,2.96063169643491,46
"182",4.298939473868,2.96063169643491,46
"183",6.92606364331578,2.96063169643491,46
"184",6.28474493291475,2.96063169643491,46
"185",1.41033178831915,4.55524288718057,47
"186",1.24296535556962,4.55524288718057,47
"187",3.43158040182203,4.55524288718057,47
"188",2.58902406035808,4.55524288718057,47
"189",3.16157843623307,4.88624506866297,48
"190",4.94983766663981,4.88624506866297,48
"191",1.47734426718854,4.88624506866297,48
"192",2.79806012554259,4.88624506866297,48
"193",6.83005274631703,4.04928263668385,49
"194",2.36257700658802,4.04928263668385,49
"195",6.19204608768157,4.04928263668385,49
"196",4.87265927896693,4.04928263668385,49
"197",3.29450403901536,2.89757910952609,50
"198",1.573063311318,2.89757910952609,50
"199",2.69975041433555,2.89757910952609,50
"200",5.26730335840227,2.89757910952609,50
"201",1.84580721843115,2.11727282726122,51
"202",4.57753563060595,2.11727282726122,51
"203",3.29586844219679,2.11727282726122,51
"204",4.58855865885265,2.11727282726122,51
"205",2.71739164441282,4.15438440723946,52
"206",4.51202616137909,4.15438440723946,52
"207",3.89903871074763,4.15438440723946,52
"208",9.34521231897311,4.15438440723946,52
"209",3.55971587087758,2.83441169465801,53
"210",3.27386663267856,2.83441169465801,53
"211",4.62759561592854,2.83441169465801,53
"212",2.5098402350091,2.83441169465801,53
"213",2.28394921381329,5.10562755183067,54
"214",2.58096685390835,5.10562755183067,54
"215",2.82626464466422,5.10562755183067,54
"216",1.89209226276277,5.10562755183067,54
"217",2.35077390457842,1.47990986839563,55
"218",1.3718570518056,1.47990986839563,55
"219",4.08102988913583,1.47990986839563,55
"220",2.38587119247259,1.47990986839563,55
"221",1.77122094150812,-0.252106751797974,56
"222",2.40272478393787,-0.252106751797974,56
"223",1.3404383872437,-0.252106751797974,56
"224",1.7343574795024,-0.252106751797974,56
"225",1.61795954433216,1.61664186072431,57
"226",2.9595262425615,1.61664186072431,57
"227",3.79222172046452,1.61664186072431,57
"228",3.04650961002288,1.61664186072431,57
"229",3.64356480782897,2.36845250781636,58
"230",3.40273863795662,2.36845250781636,58
"231",4.67725771799069,2.36845250781636,58
"232",6.62943765753419,2.36845250781636,58
"233",3.92472621192551,3.60855854386914,59
"234",3.43366055586101,3.60855854386914,59
"235",4.56657437306897,3.60855854386914,59
"236",5.0276619456528,3.60855854386914,59
"237",3.65747337126272,2.66789444268131,60
"238",3.01776243404987,2.66789444268131,60
"239",3.42579513626576,2.66789444268131,60
"240",2.47084933609053,2.66789444268131,60
"241",4.74087226578271,4.78749351256791,61
"242",4.23271244206239,4.78749351256791,61
"243",8.6817835626148,4.78749351256791,61
"244",5.88040129497638,4.78749351256791,61
"245",2.70034436247335,3.38809862889553,62
"246",2.57840132133469,3.38809862889553,62
"247",3.8176924633689,3.38809862889553,62
"248",3.23847223994727,3.38809862889553,62
"249",3.61358077325149,3.73213322390118,63
"250",3.82721956669522,3.73213322390118,63
"251",6.40137498655018,3.73213322390118,63
"252",4.45572694760371,3.73213322390118,63
"253",3.99116607486662,2.62196664206328,64
"254",2.28425431984743,2.62196664206328,64
"255",2.86644654708806,2.62196664206328,64
"256",5.08483643985165,2.62196664206328,64
"257",4.03060454189876,5.53739089864196,65
"258",2.00588058860444,5.53739089864196,65
"259",3.85811587059081,5.53739089864196,65
"260",1.97032390798699,5.53739089864196,65
"261",1.31967720556111,3.02772495502439,66
"262",4.43939354598975,3.02772495502439,66
"263",5.28660265853438,3.02772495502439,66
"264",4.62553386695206,3.02772495502439,66
"265",5.01374858063069,3.37641241894338,67
"266",2.51052386537365,3.37641241894338,67
"267",2.73472706332534,3.37641241894338,67
"268",4.15818967736101,3.37641241894338,67
"269",4.99359612789228,2.90801814594328,68
"270",2.81089523237083,2.90801814594328,68
"271",4.83303114889588,2.90801814594328,68
"272",7.60004815330038,2.90801814594328,68
"273",1.52638683314846,2.28881696620462,69
"274",2.32202588246675,2.28881696620462,69
"275",3.95683725094154,2.28881696620462,69
"276",2.21649820813335,2.28881696620462,69
"277",4.81957438463036,4.57871525481224,70
"278",4.70603305036571,4.57871525481224,70
"279",5.55970136188994,4.57871525481224,70
"280",3.49219100106689,4.57871525481224,70
"281",3.60303787328528,2.76542815595174,71
"282",4.18138403024299,2.76542815595174,71
"283",2.28140399652831,2.76542815595174,71
"284",3.24820981852691,2.76542815595174,71
"285",3.38952836580608,5.0835450707968,72
"286",5.69551157538532,5.0835450707968,72
"287",4.86686106736031,5.0835450707968,72
"288",3.84922673071233,5.0835450707968,72
"289",3.87209909064656,3.66618608396378,73
"290",2.75327685110703,3.66618608396378,73
"291",3.28041682945321,3.66618608396378,73
"292",3.43048679125685,3.66618608396378,73
"293",3.98338536779366,2.793370150198,74
"294",1.74220120699225,2.793370150198,74
"295",3.56588945320242,2.793370150198,74
"296",2.43694427053359,2.793370150198,74
"297",4.1722638806081,2.02949437445917,75
"298",2.9655272825314,2.02949437445917,75
"299",2.25313661917703,2.02949437445917,75
"300",4.21881158092529,2.02949437445917,75
"301",6.69431331161437,4.35686842179954,76
"302",4.05432523246382,4.35686842179954,76
"303",4.24159549684776,4.35686842179954,76
"304",3.69373952553667,4.35686842179954,76
"305",4.3943556902474,3.02557237848355,77
"306",5.77997123649693,3.02557237848355,77
"307",5.07482756071973,3.02557237848355,77
"308",4.00616893892796,3.02557237848355,77
"309",1.88368637844043,4.0427805523375,78
"310",4.65224597387919,4.0427805523375,78
"311",3.24095007738134,4.0427805523375,78
"312",1.82831690164042,4.0427805523375,78
"313",3.99164211850567,2.59726702570335,79
"314",4.00430179986949,2.59726702570335,79
"315",3.69458511753095,2.59726702570335,79
"316",3.48074091789527,2.59726702570335,79
"317",5.30429751792774,5.80322926028926,80
"318",5.33743496231659,5.80322926028926,80
"319",10.4014011696766,5.80322926028926,80
"320",8.37997054527797,5.80322926028926,80
"321",2.31031154529101,4.00599704550761,81
"322",4.33331337487892,4.00599704550761,81
"323",3.20608143341994,4.00599704550761,81
"324",2.6796781800258,4.00599704550761,81
"325",1.42968990799067,3.09708490190105,82
"326",2.23617912359337,3.09708490190105,82
"327",3.43103430121438,3.09708490190105,82
"328",3.28172978082805,3.09708490190105,82
"329",2.92333441091529,3.55973537761011,83
"330",5.21058232484021,3.55973537761011,83
"331",5.6543426151429,3.55973537761011,83
"332",3.24841970993508,3.55973537761011,83
"333",2.3381801612959,3.64001108213713,84
"334",2.41639568091177,3.64001108213713,84
"335",2.41804809878184,3.64001108213713,84
"336",3.20636047818625,3.64001108213713,84
"337",2.77948920318719,1.79095084295122,85
"338",5.81891734739253,1.79095084295122,85
"339",4.75106459192643,1.79095084295122,85
"340",8.33109524247022,1.79095084295122,85
"341",4.19597354821586,3.94425159178957,86
"342",3.29756284322416,3.94425159178957,86
"343",1.83248131961638,3.94425159178957,86
"344",2.00751640690437,3.94425159178957,86
"345",3.73222057395831,4.20902307810862,87
"346",8.84844441499631,4.20902307810862,87
"347",6.79656859160515,4.20902307810862,87
"348",4.44252133414728,4.20902307810862,87
"349",2.02057939934624,2.00297013380422,88
"350",4.15888504797535,2.00297013380422,88
"351",3.16077966837068,2.00297013380422,88
"352",3.99161600835882,2.00297013380422,88
"353",3.30386807728685,1.66956845712746,89
"354",1.3506493563366,1.66956845712746,89
"355",1.97786068467064,1.66956845712746,89
"356",5.16455385536104,1.66956845712746,89
"357",3.98219157576722,1.68608713416462,90
"358",2.52983889934231,1.68608713416462,90
"359",3.44387471958378,1.68608713416462,90
"360",1.98548125664086,1.68608713416462,90
"361",2.51274878384752,2.74388359801208,91
"362",2.92386346860032,2.74388359801208,91
"363",2.1583540276335,2.74388359801208,91
"364",3.03118039827776,2.74388359801208,91
"365",1.92529911223155,1.92299827785767,92
"366",2.1819435442691,1.92299827785767,92
"367",2.880829064135,1.92299827785767,92
"368",2.04769567788392,1.92299827785767,92
"369",3.32261563981087,4.53914017130731,93
"370",6.67157956786442,4.53914017130731,93
"371",2.06738144625875,4.53914017130731,93
"372",5.62592653880669,4.53914017130731,93
"373",4.96496956091751,3.00456485110133,94
"374",5.70618588103362,3.00456485110133,94
"375",6.5570143162323,3.00456485110133,94
"376",4.35706561241535,3.00456485110133,94
"377",3.1677683035859,2.84062595457807,95
"378",6.94918884578984,2.84062595457807,95
"379",4.20728094380004,2.84062595457807,95
"380",5.57818555572579,2.84062595457807,95
"381",3.1325261880126,4.02578611812364,96
"382",4.08849221006915,4.02578611812364,96
"383",4.76792464420722,4.02578611812364,96
"384",3.96021107682725,4.02578611812364,96
"385",3.39494352334496,3.56326347552992,97
"386",3.2829403019025,3.56326347552992,97
"387",3.49500529628115,3.56326347552992,97
"388",3.37777513647467,3.56326347552992,97
"389",2.83333401435553,2.49700041277984,98
"390",3.80408593698185,2.49700041277984,98
"391",2.70115901723681,2.49700041277984,98
"392",4.53572049765001,2.49700041277984,98
"393",6.2302792307009,3.35344021231541,99
"394",5.03627609787321,3.35344021231541,99
"395",4.95137605160309,3.35344021231541,99
"396",2.56892368095704,3.35344021231541,99
"397",3.75322276832157,2.51269380847207,100
"398",4.44354173050976,2.51269380847207,100
"399",0.479035660547878,2.51269380847207,100
"400",5.67981039514001,2.51269380847207,100
"401",2.64996074376711,4.9512112147304,101
"402",2.68511991745318,4.9512112147304,101
"403",5.17450100888499,4.9512112147304,101
"404",1.99129180877221,4.9512112147304,101
"405",2.92777379789386,1.77046111267513,102
"406",4.20710779689732,1.77046111267513,102
"407",2.11104563795929,1.77046111267513,102
"408",2.87016855585731,1.77046111267513,102
"409",2.58453345081293,3.27408126155914,103
"410",3.58103649070486,3.27408126155914,103
"411",2.70051275172686,3.27408126155914,103
"412",2.76992068589444,3.27408126155914,103
"413",6.33856854943965,3.01150822306747,104
"414",15.8697069796211,3.01150822306747,104
"415",9.43606687464372,3.01150822306747,104
"416",12.8694794594778,3.01150822306747,104
"417",6.66193822737724,3.88679211174995,105
"418",4.97326433323265,3.88679211174995,105
"419",5.51709999571449,3.88679211174995,105
"420",5.15670699668269,3.88679211174995,105
"421",4.40760872274179,3.72611706764296,106
"422",3.91388263091924,3.72611706764296,106
"423",2.52703920311627,3.72611706764296,106
"424",4.22120971018179,3.72611706764296,106
"425",3.27482666194141,1.07105998314701,107
"426",1.81775599354607,1.07105998314701,107
"427",1.75133415387585,1.07105998314701,107
"428",4.36861171628543,1.07105998314701,107
"429",3.43110919002395,3.5453297480139,108
"430",2.21964512097262,3.5453297480139,108
"431",7.26055619331492,3.5453297480139,108
"432",1.50679820895245,3.5453297480139,108
"433",5.96357647034119,3.90705007886567,109
"434",5.59673929955783,3.90705007886567,109
"435",5.43410601609698,3.90705007886567,109
"436",7.19697216708677,3.90705007886567,109
"437",3.30016827385637,3.78790601378931,110
"438",4.3387325980909,3.78790601378931,110
"439",4.92376752862676,3.78790601378931,110
"440",4.77096538302504,3.78790601378931,110
"441",15.4243140074302,2.45121382345056,111
"442",7.18018676925534,2.45121382345056,111
"443",7.92611666024447,2.45121382345056,111
"444",5.65874316494375,2.45121382345056,111
"445",4.03572610755697,3.04737573333343,112
"446",4.55913424151927,3.04737573333343,112
"447",8.46763143442884,3.04737573333343,112
"448",8.02483742453374,3.04737573333343,112
"449",2.54454425302136,2.62918529164024,113
"450",3.03434924585043,2.62918529164024,113
"451",4.6944660473869,2.62918529164024,113
"452",3.72497939798728,2.62918529164024,113
"453",2.95366459659854,1.90999259228677,114
"454",3.92175008916805,1.90999259228677,114
"455",2.47495143710386,1.90999259228677,114
"456",5.12746088159286,1.90999259228677,114
"457",3.97494969030534,2.29601016549884,115
"458",1.77838666748633,2.29601016549884,115
"459",1.29345318882564,2.29601016549884,115
"460",2.29605166347764,2.29601016549884,115
"461",1.39838537307648,1.79507531377017,116
"462",1.76973643185919,1.79507531377017,116
"463",1.55768163629591,1.79507531377017,116
"464",1.28622490691897,1.79507531377017,116
"465",3.74575395684256,3.01305948698261,117
"466",4.59510325636613,3.01305948698261,117
"467",2.47223779710211,3.01305948698261,117
"468",3.95166838869402,3.01305948698261,117
"469",1.93826708261819,3.22888479057147,118
"470",1.78625010474188,3.22888479057147,118
"471",1.36528143586886,3.22888479057147,118
"472",1.36128026563522,3.22888479057147,118
"473",6.69110484227404,2.63784926787239,119
"474",4.50259189488759,2.63784926787239,119
"475",1.84247705884664,2.63784926787239,119
"476",3.62623103941075,2.63784926787239,119
"477",1.84421761422661,2.66921333017224,120
"478",5.10621764887318,2.66921333017224,120
"479",5.01303096938368,2.66921333017224,120
"480",1.63803867975392,2.66921333017224,120
"481",11.1257733739828,5.3260535497967,121
"482",11.7603363749717,5.3260535497967,121
"483",7.03461682858532,5.3260535497967,121
"484",8.5691979227826,5.3260535497967,121
"485",3.40570853212927,3.63343114511795,122
"486",3.11706803222587,3.63343114511795,122
"487",4.60748970617623,3.63343114511795,122
"488",4.26337992106464,3.63343114511795,122
"489",5.73882026917831,1.81385775248767,123
"490",3.88707465618294,1.81385775248767,123
"491",2.09863676311589,1.81385775248767,123
"492",4.35278941527892,1.81385775248767,123
"493",4.32749188661831,2.90496375883702,124
"494",3.25851774503371,2.90496375883702,124
"495",2.87081483898451,2.90496375883702,124
"496",2.83128307586727,2.90496375883702,124
"497",3.90503474380403,2.73255387745447,125
"498",4.60131191642504,2.73255387745447,125
"499",6.80221634300857,2.73255387745447,125
"500",3.70680082484743,2.73255387745447,125
"501",4.75700131802629,3.7862256410583,126
"502",4.05209273402959,3.7862256410583,126
"503",5.3985322635058,3.7862256410583,126
"504",2.89251949781363,3.7862256410583,126
"505",3.38233224052465,2.45776802862105,127
"506",5.71540550674767,2.45776802862105,127
"507",4.69117007547979,2.45776802862105,127
"508",3.79872840036323,2.45776802862105,127
"509",3.07505195870806,3.14772487899205,128
"510",4.73688126599121,3.14772487899205,128
"511",2.41141297480025,3.14772487899205,128
"512",2.56044486983188,3.14772487899205,128
"513",5.3173389356433,2.85824405165021,129
"514",2.77424608349739,2.85824405165021,129
"515",2.98610368561066,2.85824405165021,129
"516",3.80469708148168,2.85824405165021,129
"517",3.7824892182301,3.35735063469427,130
"518",5.64136301237222,3.35735063469427,130
"519",4.55714041723536,3.35735063469427,130
"520",2.69655878492435,3.35735063469427,130
"521",4.2965080623858,5.20056511106224,131
"522",4.93180192168113,5.20056511106224,131
"523",3.05221222196679,5.20056511106224,131
"524",5.59184120825275,5.20056511106224,131
"525",2.18938937015679,2.32317519072154,132
"526",1.92827707108242,2.32317519072154,132
"527",5.26655686000638,2.32317519072154,132
"528",2.84177075288927,2.32317519072154,132
"529",1.86790940957536,1.66010262635624,133
"530",1.47653462878073,1.66010262635624,133
"531",1.77832656919631,1.66010262635624,133
"532",1.57247765797659,1.66010262635624,133
"533",5.11380394874195,5.11929518230595,134
"534",3.80773615952894,5.11929518230595,134
"535",4.53808732177234,5.11929518230595,134
"536",3.22012089411874,5.11929518230595,134
"537",4.84000585865485,2.01210858430111,135
"538",9.83688375557381,2.01210858430111,135
"539",3.95893814973346,2.01210858430111,135
"540",5.82076987623983,2.01210858430111,135
"541",5.05436874000334,4.08244429669233,136
"542",3.33958903711963,4.08244429669233,136
"543",4.09042184941464,4.08244429669233,136
"544",2.27632412020298,4.08244429669233,136
"545",4.39038473005743,2.80457991262012,137
"546",3.80750160793995,2.80457991262012,137
"547",3.47821896786851,2.80457991262012,137
"548",2.91022544753187,2.80457991262012,137
"549",2.17415269168802,2.6214715984564,138
"550",3.34844127119041,2.6214715984564,138
"551",3.72942803102456,2.6214715984564,138
"552",3.3221199686487,2.6214715984564,138
"553",17.7178668547687,3.95606390600858,139
"554",3.23807266232058,3.95606390600858,139
"555",3.75550991015225,3.95606390600858,139
"556",8.69431939873214,3.95606390600858,139
"557",2.58207491024372,2.28613705964713,140
"558",3.86313214254173,2.28613705964713,140
"559",2.3004248700279,2.28613705964713,140
"560",4.11737920314178,2.28613705964713,140
"561",3.67438893141806,3.91164611100114,141
"562",3.37535105066787,3.91164611100114,141
"563",6.55142219258507,3.91164611100114,141
"564",2.10852578084311,3.91164611100114,141
"565",3.6682854224881,3.50939411318463,142
"566",7.43773637538935,3.50939411318463,142
"567",3.61156543286741,3.50939411318463,142
"568",6.31730133005169,3.50939411318463,142
"569",1.93990531986497,2.54314586057488,143
"570",2.47898059658386,2.54314586057488,143
"571",2.94315692207341,2.54314586057488,143
"572",1.70278579329881,2.54314586057488,143
"573",4.26870069738393,3.97155854112817,144
"574",2.85225189073414,3.97155854112817,144
"575",6.24863062902869,3.97155854112817,144
"576",2.97445604929693,3.97155854112817,144
"577",6.77969996780634,4.0889253889902,145
"578",2.0120850678296,4.0889253889902,145
"579",3.28887384924476,4.0889253889902,145
"580",3.98901197665436,4.0889253889902,145
"581",3.04343799372502,2.93302062949276,146
"582",3.53947158788147,2.93302062949276,146
"583",4.27029647203089,2.93302062949276,146
"584",6.10162938044147,2.93302062949276,146
"585",2.71517186128329,4.12582975758009,147
"586",1.85998593392953,4.12582975758009,147
"587",2.98449606536867,4.12582975758009,147
"588",5.89569069146,4.12582975758009,147
"589",2.81758499148411,4.6328088846211,148
"590",6.6294955844213,4.6328088846211,148
"591",3.75284227632313,4.6328088846211,148
"592",4.26205792333213,4.6328088846211,148
"593",1.80223884913286,2.20988931232991,149
"594",2.12244068562697,2.20988931232991,149
"595",1.78514362430217,2.20988931232991,149
"596",2.7553929943957,2.20988931232991,149
"597",4.18720879071297,5.09878227378825,150
"598",7.79619777066189,5.09878227378825,150
"599",4.50845135840328,5.09878227378825,150
"600",8.22500701593089,5.09878227378825,150
"601",3.98924403078283,1.17793295666616,151
"602",4.21040319602105,1.17793295666616,151
"603",4.80799582955606,1.17793295666616,151
"604",3.11768188156891,1.17793295666616,151
"605",3.28931073861605,3.23501029857252,152
"606",5.49756669291002,3.23501029857252,152
"607",2.87692848365973,3.23501029857252,152
"608",5.36799442035337,3.23501029857252,152
"609",5.5441104026645,2.24043067544137,153
"610",2.69924970370176,2.24043067544137,153
"611",4.42459062674936,2.24043067544137,153
"612",2.31966386352671,2.24043067544137,153
"613",4.36201936684175,2.34742314037072,154
"614",3.29356907986229,2.34742314037072,154
"615",6.2460331301746,2.34742314037072,154
"616",3.86743241302798,2.34742314037072,154
"617",2.65997627379004,3.29259806243202,155
"618",3.29913591957496,3.29259806243202,155
"619",7.18235861388324,3.29259806243202,155
"620",2.6061307576967,3.29259806243202,155
"621",4.12262074783733,1.42506316218735,156
"622",2.10607762078881,1.42506316218735,156
"623",2.96895469648259,1.42506316218735,156
"624",3.57732959419796,1.42506316218735,156
"625",4.53922345867776,3.03735386002183,157
"626",4.59320185395047,3.03735386002183,157
"627",3.77361218304636,3.03735386002183,157
"628",4.04550212592957,3.03735386002183,157
"629",2.16709275323359,3.76463028044402,158
"630",1.79755741471631,3.76463028044402,158
"631",1.20309445966383,3.76463028044402,158
"632",2.15576650651202,3.76463028044402,158
"633",3.90320022025509,2.59126407345785,159
"634",2.11222596342626,2.59126407345785,159
"635",6.17576861923861,2.59126407345785,159
"636",4.08764450941969,2.59126407345785,159
"637",5.73816508164023,2.23640657444729,160
"638",1.47104049492687,2.23640657444729,160
"639",2.9718258008262,2.23640657444729,160
"640",2.5916262144661,2.23640657444729,160
"641",2.95637931213449,1.84058347476331,161
"642",2.82193051535185,1.84058347476331,161
"643",3.30454079185754,1.84058347476331,161
"644",2.44541905706469,1.84058347476331,161
"645",7.89818916976908,4.86429691078493,162
"646",11.7802882525089,4.86429691078493,162
"647",8.82982442027724,4.86429691078493,162
"648",11.119919609899,4.86429691078493,162
"649",3.97155732071787,2.37771199129322,163
"650",2.99822873967425,2.37771199129322,163
"651",5.07191337004044,2.37771199129322,163
"652",4.02011623267613,2.37771199129322,163
"653",4.41513757809196,2.14862187683502,164
"654",4.92750094200771,2.14862187683502,164
"655",5.20330729650668,2.14862187683502,164
"656",5.18049096964599,2.14862187683502,164
"657",7.78173934914069,4.9340936637124,165
"658",6.13718381752633,4.9340936637124,165
"659",12.9364372232519,4.9340936637124,165
"660",4.30644511248609,4.9340936637124,165
"661",3.33053502496729,1.89838797608314,166
"662",1.4210671491734,1.89838797608314,166
"663",2.71543480967676,1.89838797608314,166
"664",2.92129614662993,1.89838797608314,166
"665",2.53551316338769,5.45641442698989,167
